TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
医療法人 社団高邦会 高木病院,55,0,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,55,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,204,113,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,108,60,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,363,60,10,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,731,525,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,500,322,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,112,60,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 社団高邦会 高木病院,234,176,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人オアシス 福岡志恩病院,578,453,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
嶋田病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
嶋田病院,661,461,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,
嶋田病院,147,5,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
嶋田病院,60,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
嶋田病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人海邦会 松崎記念病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
聖和記念病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
聖和記念病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
聖和記念病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
聖和記念病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人協和病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人協和病院,40,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
本間病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筑後川温泉病院,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
筑後川温泉病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人原鶴温泉病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人原鶴温泉病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター聖ヨゼフ園,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター聖ヨゼフ園,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療福祉センター聖ヨゼフ園,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
みずま高邦会病院,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
みずま高邦会病院,45,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
みどりの杜病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,260,156,15,45,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,537,248,30,78,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,320,251,40,66,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,190,70,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,50,35,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
公立八女総合病院,89,60,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
耳納高原病院,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
耳納高原病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
耳納高原病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
八女リハビリ病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
八女リハビリ病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
八女リハビリ病院,25,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
八女リハビリ病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人八女健朋会 八媛病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
柳病院,262,60,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
柳病院,60,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
柳病院,45,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慶仁会 川崎病院,84,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慶仁会 川崎病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慶仁会 川崎病院,640,621,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慶仁会 川崎病院,25,20,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団慶仁会 川崎病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人筑後市立病院,185,150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人筑後市立病院,257,158,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人筑後市立病院,55,15,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人筑後市立病院,743,129,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人筑後市立病院,555,427,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人清友会 植田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
馬場病院,66,40,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 広川病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 広川病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 広川病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 広川病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
横田病院,55,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
姫野病院,193,152,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
姫野病院,118,81,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
姫野病院,35,10,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
姫野病院,30,15,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
南大牟田病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
南大牟田病院,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
南大牟田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
南大牟田病院,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
菅原病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人くさかべ病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人くさかべ病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人くさかべ病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人くさかべ病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
みさき病院,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
みさき病院,5,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
みさき病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,5,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,60,60,0,268,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,15,10,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人国立病院機構大牟田病院,25,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
福岡県済生会大牟田病院,358,70,0,138,,,,,,,,,,,,,,,,,,,,,,,,,,
福岡県済生会大牟田病院,259,115,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
福岡県済生会大牟田病院,45,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
福岡県済生会大牟田病院,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
米の山病院,213,60,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
米の山病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
米の山病院,325,99,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
米の山病院,111,5,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
米の山病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人完光会 今野病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人完光会 今野病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,359,81,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,386,194,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,786,399,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,523,276,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,197,60,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,189,10,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田市立病院,462,15,20,748,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田中央病院,50,15,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田中央病院,45,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田中央病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田中央病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
大牟田中央病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田吉野病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田吉野病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人けんこう兼行病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人けんこう兼行病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人冨松記念会 三池病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人恒生堂永田整形外科病院,315,264,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人恒生堂永田整形外科病院,286,246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人恒生堂永田整形外科病院,290,244,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人静光園白川病院,40,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人静光園白川病院,30,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人静光園白川病院,20,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
杉循環器科内科病院,127,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
杉循環器科内科病院,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
日の出町すぎ病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,40,5,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,503,213,5,194,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,30,10,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,71,20,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,50,25,60,206,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険大牟田天領病院,460,427,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
長田病院,15,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
長田病院,40,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
長田病院,60,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
長田病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
長田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川リハビリテーション病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川リハビリテーション病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川リハビリテーション病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川リハビリテーション病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一般財団法人医療・介護・教育研究財団柳川病院,456,126,0,165,,,,,,,,,,,,,,,,,,,,,,,,,,
一般財団法人医療・介護・教育研究財団柳川病院,214,15,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
一般財団法人医療・介護・教育研究財団柳川病院,349,267,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
一般財団法人医療・介護・教育研究財団柳川病院,55,40,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 金子病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
柳川療育センター,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨコクラ病院,233,112,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨコクラ病院,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨコクラ病院,312,160,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨコクラ病院,55,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ヨコクラ病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
三宅脳神経外科病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚市立病院,704,288,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚市立病院,763,571,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚市立病院,52,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚市立病院,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚市立病院,30,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚嘉穂病院,45,5,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚嘉穂病院,98,55,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚嘉穂病院,60,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚嘉穂病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚嘉穂病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,89,25,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,30,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,55,50,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,377,20,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,170,65,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,484,457,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,10,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,99,25,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,387,312,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,30,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,45,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,40,0,55,1140,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,55,10,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,65,60,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,569,315,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,378,10,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,449,50,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,784,50,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,499,231,50,77,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,60,40,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,1188,817,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,500,216,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,45,0,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,411,60,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,262,5,55,385,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,60,0,66,220,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,254,232,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,204,55,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,467,380,60,75,,,,,,,,,,,,,,,,,,,,,,,,,,
飯塚病院,199,35,55,107,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人労働者健康安全機構総合せき損センター,95,72,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人労働者健康安全機構総合せき損センター,77,65,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人労働者健康安全機構総合せき損センター,581,551,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人洗心会 児嶋病院,55,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団親和会 共立病院,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団親和会 共立病院,10,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人社団親和会 共立病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険二瀬病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人博愛会 頴田病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人博愛会 頴田病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人博愛会 頴田病院,10,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉麻赤十字病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉麻赤十字病院,66,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉麻赤十字病院,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人ユ－アイ西野病院,121,15,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人ユ－アイ西野病院,10,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険稲築病院,20,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険稲築病院,25,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険稲築病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
健康リハビリテーション内田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
健康リハビリテーション内田病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人仁正会 鎌田病院,60,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
有松病院,158,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石田病院,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
石田病院,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険直方病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険直方病院,192,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険直方病院,395,289,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構 福岡ゆたか中央病院,662,285,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構 福岡ゆたか中央病院,193,5,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人地域医療機能推進機構 福岡ゆたか中央病院,35,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人一寿会 西尾病院,838,586,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人一寿会 西尾病院,35,20,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
高山病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人安倍病院,183,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人笠松会有吉病院,25,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
鞍手共立病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人相生会 宮田病院,314,60,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人相生会 宮田病院,55,15,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人相生会 宮田病院,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人相生会 宮田病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人相生会 宮田病院,60,10,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
小竹町立病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人くらて病院,268,164,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人くらて病院,25,5,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人くらて病院,30,10,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人くらて病院,38,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人くらて病院,71,10,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人柏芳会田川新生病院,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福祉法人柏芳会田川新生病院,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,270,226,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,208,71,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,311,129,60,152,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,293,0,45,99,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,627,211,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
社会保険田川病院,10,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人鷹ノ羽会 村上外科病院,323,258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
一本松すずかけ病院,35,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,15,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,494,60,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,466,315,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,459,132,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,45,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,305,95,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
田川市立病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
英彦山病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
糸田町立緑ケ丘病院,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
糸田町立緑ケ丘病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 川崎町立病院,60,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
地方独立行政法人 川崎町立病院,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
松本病院,128,60,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
松本病院,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人ひまわり会長主病院,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人 古川病院,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
方城療育園,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
田川慈恵病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,435,256,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,186,35,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,102,45,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,725,514,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,445,422,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,294,50,0,157,,,,,,,,,,,,,,,,,,,,,,,,,,
新小文字病院,262,206,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人若葉会 九州鉄道記念病院,50,5,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人若葉会 九州鉄道記念病院,710,197,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人若葉会 九州鉄道記念病院,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人若葉会 九州鉄道記念病院,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人若葉会 九州鉄道記念病院,60,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
医療法人若葉会 九州鉄道記念病院,400,359,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
門司田野浦病院,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
北九州市立門司病院,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
北九州市立門司病院,25,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人日本海員掖済会 門司掖済会病院,357,150,0,203,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人日本海員掖済会 門司掖済会病院,25,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人日本海員掖済会 門司掖済会病院,185,40,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人日本海員掖済会 門司掖済会病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公益社団法人日本海員掖済会 門司掖済会病院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人労働者健康安全機構 九州労災病院門司メディカルセンター,70,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人労働者健康安全機構 九州労災病院門司メディカルセンター,214,55,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,
独立行政法人労働者健康安全機構 九州労災病院門司メディカルセンター,542,231,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
